Date,Open,High,Low,Close,Volume
2010-01-01,99.26812809356846,99.6325644431009,99.20626671746867,99.37678580772156,106223466
2010-01-04,100.55609749714229,100.78156643036374,100.41596297839264,100.56220435918108,52688168
2010-01-05,100.54716102625227,100.88907373989522,100.41320406749163,100.60355193645307,82826954
2010-01-06,100.73410052811532,101.2688943905723,100.56201430648808,100.84476634012177,132934424
2010-01-07,101.09035144855369,101.09966718359193,101.09010550348547,101.09393017552806,68015425
2010-01-08,101.02773732206035,101.17516375964796,100.8352747289869,100.97123034125133,142168017
2010-01-11,100.22037829303108,100.3662603565184,100.12262025573823,100.2200762960503,79587370
2010-01-12,102.83579730307461,102.97743338929871,102.66157033230117,102.78791555510018,113011102
2010-01-13,104.05649859415186,104.1858427824426,103.99986763579226,104.0742576944524,97501152
2010-01-14,105.67051097752794,105.72600032107607,104.77809881688488,105.15725941856135,112535039
2010-01-15,105.97675309035162,106.03004660312078,105.89963391108158,105.95179898789726,129735943
2010-01-18,105.40712711751256,105.44697615789573,104.4197524788242,104.83064195045282,64901771
2010-01-19,106.47143749875671,106.55581849427618,106.42600038890687,106.4779276310546,85221284
2010-01-20,105.03066277472746,106.32208141409969,105.02769923839577,105.54545210867734,106831773
2010-01-21,106.29733161237246,106.476402113159,105.65773585809131,105.9852023601184,76059905
2010-01-22,104.10736468006571,104.11056955080814,104.09200362868852,104.09942999753636,87517439
2010-01-25,101.72906266014161,101.85916247206958,101.72094906352118,101.77623442694053,72904976
2010-01-26,102.25468553057644,102.2767210371722,102.21790177225888,102.2414294782242,68971264
2010-01-27,101.41657141459757,101.45662770465536,101.3384613290177,101.38572787927276,108332955
2010-01-28,99.00954422653368,99.58906850563429,98.91068005413649,99.18203543473561,59974258
2010-01-29,99.89818316518429,99.92092128771667,99.87010705270708,99.89043274671091,50119046
2010-02-01,102.32484061061423,102.91901706736381,102.13390134596607,102.44794763452516,136963624
2010-02-02,104.16373000726968,104.2360725699981,104.16251994125163,104.19194099275022,77641279
2010-02-03,104.07960558085749,104.10867729850467,103.8902389798698,103.97761430732375,62047808
2010-02-04,104.1201423489237,104.33256228064319,103.91466357164994,104.08182305524724,115604202
2010-02-05,105.68244753309206,105.93293258098969,104.78550236451963,105.24447445110765,98090739
2010-02-08,106.7644054671922,106.8133335498165,106.63676605670045,106.70739305394687,95504061
2010-02-09,107.16074211279486,107.16899487063729,105.85793846917662,106.38236102976089,93837142
2010-02-10,106.53112236441056,106.69572753331344,106.4028600556961,106.52000704674303,64564054
2010-02-11,106.99727991379321,107.24963309432337,106.80880254491773,106.98513476467998,135854197
2010-02-12,107.73412649177739,107.9259434876268,107.65887981535873,107.76570528426596,50131811
2010-02-15,107.73334081350689,107.79252444670489,107.63463944407405,107.6977934451264,98317603
2010-02-16,107.70076917215842,108.0275791843017,107.39162284658885,107.64600538167399,77043931
2010-02-17,109.8999757260804,110.25782248927396,108.93851765355471,109.46623958784241,114173127
2010-02-18,111.05630780021325,111.69455882367586,110.70269770993575,111.09944215543179,104905930
2010-02-19,111.66626385621718,112.13579409366788,111.59557963495301,111.81166541843896,88486042
2010-02-22,114.15796828398764,114.1612800080226,114.13720604357482,114.14683562935393,103454556
2010-02-23,113.80426481560218,113.82887548558958,113.68575113369619,113.74300087445354,72699908
2010-02-24,115.96450640011032,116.30483982257901,115.78044302659815,115.9902017449905,63107189
2010-02-25,117.1159345642569,117.43024617892212,116.41518608512878,116.82121012264612,140530550
2010-02-26,121.48441335815957,121.90105811137313,121.08024026516263,121.40856740364683,111369714
2010-03-01,119.87574624682665,119.88430703949834,119.848492004647,119.86281801858753,149892437
2010-03-02,119.02138079148925,119.14855254749841,118.94002900980765,119.02343842488395,140413658
2010-03-03,119.84889961558767,120.33898767916307,119.28358399106658,119.70574546630517,108486690
2010-03-04,120.35288915480825,120.3782847083626,120.35133078390697,120.36211235368923,102763817
2010-03-05,123.14976973815854,123.34398681663022,123.10859786010704,123.20275344271631,73790186
2010-03-08,122.6982401926508,122.88616739545763,122.02504188315447,122.36949208807573,112263312
2010-03-09,123.75585445558035,123.92585107998248,123.65096890652389,123.76092177590732,100518420
2010-03-10,125.45122628205594,125.68449298220631,125.44273942072098,125.53944084531511,144599934
2010-03-11,126.56592955075075,126.95603714710612,126.48736270868585,126.67483248405395,54103351
2010-03-12,125.40348943466334,125.81372391868739,125.1165228446017,125.39540327423597,90325503
2010-03-15,128.01972706578266,128.43054921808067,126.97418182733334,127.55672878363227,70499380
2010-03-16,128.3263712412643,129.30001492894803,127.77036715688597,128.38222626571078,145766765
2010-03-17,128.82395312668015,128.82460028075585,128.82206057158805,128.82307645525518,61576406
2010-03-18,129.05452495298172,129.06508726549546,128.99067303260225,129.02043872575953,103463118
2010-03-19,129.21315163053148,129.41965536979978,129.10623115512843,129.23160084099698,127235378
2010-03-22,129.42119093497556,129.50463122581456,129.08664485412575,129.25383940280128,61086875
2010-03-23,129.5282025757132,130.15200863960814,129.43755181846868,129.72333454692446,54556285
2010-03-24,129.8141880136995,129.81751997558362,129.8118215524555,129.81410092170677,105359940
2010-03-25,129.25392675859302,129.5632181842586,129.22048930816658,129.3575808586034,140263494
2010-03-26,128.3625023930823,129.49802103916883,128.29954907096567,128.77893785824693,51629313
2010-03-29,128.30171916383125,128.53535950990425,128.2856030333919,128.38550562399683,52055536
2010-03-30,128.5810588732887,128.6177958080337,128.57676032305488,128.5931745170464,142551548
2010-03-31,129.4798303960679,129.79371458599235,127.88297981607445,128.6472737240416,110254681
2010-04-01,128.8728009470273,128.94150970861938,128.7909392131421,128.85116741133302,120139940
2010-04-02,129.46840005140888,129.4910884078145,129.05984767599065,129.2323439687202,77557619
2010-04-05,128.98366418646467,129.21462366977022,128.71471104220421,128.9146760932306,81233732
2010-04-06,130.02660773728087,130.2382563543964,129.66821844175945,129.89623360681423,97056352
2010-04-07,129.7522044333847,129.9360658356477,129.71061177527125,129.80079339942182,71403909
2010-04-08,129.6234820102129,129.69273173397224,129.54199846680325,129.60229177367086,94188591
2010-04-09,129.97304374552292,130.0211408770242,129.94289566646142,129.97419375068654,145398112
2010-04-12,129.14110047673316,129.17164525870356,128.72615653428008,128.90435202404947,124889327
2010-04-13,128.620778298173,128.63736071612405,128.3864115174176,128.48679119690019,136907614
2010-04-14,128.84750764852038,130.10760548504138,128.5354337381465,129.16430243690445,99664210
2010-04-15,128.36700715178688,128.7206580975776,127.78967710381413,128.1620695013195,128750788
2010-04-16,128.97830453979606,129.06336611003258,128.82827522629682,128.9223115797911,92122082
2010-04-19,130.04072995568046,130.3326063475879,129.66540681180382,129.93228662611745,111743915
2010-04-20,129.58685959670498,130.17949189763115,129.50271628204032,129.77342652827664,123027710
2010-04-21,130.0784492184503,130.14876763158975,129.94552622534053,130.02682278784022,132486584
2010-04-22,131.09594269628204,131.2453965837156,130.5015292797345,130.79907620132695,142580691
2010-04-23,130.51431581332488,131.2772251219099,130.11207600476573,130.5781356516234,60549966
2010-04-26,131.26481805919792,131.55939009983146,130.95258595238,131.1953076113606,129392240
2010-04-27,130.73758871381696,131.0730761359928,130.69342463429618,130.84528523497482,120967130
2010-04-28,131.5247285397272,131.64321999587074,129.93366504911242,130.61748702781574,123671703
2010-04-29,130.16703559583297,130.23399199459666,130.15879913097834,130.18887627642567,51468188
2010-04-30,130.20139046069687,131.331367232638,129.90394922659053,130.4749164290095,98772208
2010-05-03,131.25778811210287,131.37208724779066,131.20915691458652,131.27432904786818,146085089
2010-05-04,131.31305900701776,131.34682751444598,131.15298930888466,131.23052459110917,140021579
2010-05-05,130.57587096116245,130.64747604333746,130.40826943435695,130.50395207794915,73084011
2010-05-06,129.61021250032525,130.33968084678887,129.6050595447463,129.89890806556332,98631345
2010-05-07,129.98717437184018,130.8532788314018,129.79244631359444,130.2167793207174,136390694
2010-05-10,131.73264296131725,131.93659118243005,131.12030467584117,131.4468192784767,143028578
2010-05-11,131.76899379544545,131.9351153552174,131.65646528696567,131.76792531426636,83114490
2010-05-12,131.3257342146449,132.02931729771274,131.30679433551705,131.59580352039532,130292226
2010-05-13,132.21125305286336,132.21495957248533,132.11223787188436,132.15332655212475,133476146
2010-05-14,131.97684890732387,132.30870044517556,131.91771975929458,132.07411203364697,65026023
2010-05-17,131.99530468704572,132.38643906040843,131.58744474181873,131.9070424692546,53196061
2010-05-18,131.2418869631205,131.89569348518552,131.02590430915484,131.37381997956712,54699217
2010-05-19,132.4582405107435,132.5519712481027,132.19494350018525,132.33775459935222,64536878
2010-05-20,130.86929963373132,130.90651348639503,130.73983994101005,130.80650935916404,124085568
2010-05-21,131.3780142835424,131.95223497450485,130.9996136609761,131.3806621863876,88951255
2010-05-24,131.34278814103246,131.58348251161902,130.87877133075378,131.16065580309987,118583916
2010-05-25,131.02426040893954,131.03313254851054,130.9355576080847,130.97458758425503,58986804
2010-05-26,132.12581242748604,132.1304229281734,132.10552699026414,132.11548536542784,110208887
2010-05-27,131.74721144979463,132.19436611202678,131.43013278784233,131.7358261175161,124508848
2010-05-28,131.40214456548267,131.7173657044413,131.15298320811715,131.3787362066468,147623927
2010-05-31,131.7774911933198,131.87245477677817,131.0329733894358,131.36876594437274,81929853
2010-06-01,131.57092383223326,131.91815840588757,131.55856355001814,131.7024014923659,104540304
2010-06-02,130.91011815255226,132.42712132322845,130.87470509755926,131.49567158782693,98310082
2010-06-03,130.42391099786332,131.05334783685544,130.26081050745665,130.57782543921616,84789986
2010-06-04,130.729784486706,130.98047439956966,129.52617398925383,130.10789415338016,113979258
2010-06-07,130.90132808401145,131.18018043485606,130.8508739945964,130.98259657070028,106496585
2010-06-08,130.93902496455473,131.9525337076869,130.53448506044862,131.10170451934394,133298107
2010-06-09,131.46389081733557,131.47317388227404,131.44814751029702,131.45815805908782,52841175
2010-06-10,131.08672137427118,132.14089315381426,130.84863144586365,131.3655361290439,72191091
2010-06-11,130.8949321447908,131.81171318185775,130.49616929508773,131.02238684979574,107926423
2010-06-14,132.25016262799954,133.01351759441482,131.5815663825695,132.15434686730762,107376863
2010-06-15,132.0670043646655,132.2495821220008,132.01304895286705,132.10766222052055,140243020
2010-06-16,132.36300079017437,132.36893835660842,131.58627040331166,131.89933758463036,117485196
2010-06-17,132.44343372356857,133.2379479789628,132.28820143319882,132.6681000515044,50433006
2010-06-18,132.32214877737357,132.33566343291267,132.2456034915,132.28162746806507,98913756
2010-06-21,132.0452919558156,132.56069294518258,131.58805504090583,131.97711020261653,134530381
2010-06-22,131.92751045344662,132.341291729414,131.8661596511478,132.05621248245427,137313877
2010-06-23,131.96943173625033,132.46920185156705,131.90225656831652,132.12903468161673,130192889
2010-06-24,132.42272898548703,132.70253200733157,132.14259441781954,132.36656945362435,97742944
2010-06-25,133.69207498689445,134.85633538844579,133.05541237403827,133.77578157980128,60610312
2010-06-28,133.965409146824,134.4289835251084,133.82331881283244,134.06558469774282,71332958
2010-06-29,132.9833164937766,133.01023482995177,132.35466321461996,132.61689186075267,134683049
2010-06-30,132.90179571351996,132.93530867011765,132.8728567667228,132.89783752808074,84062359
2010-07-01,133.0807194229458,133.09224142181594,132.93039063229455,132.9951309481031,126354526
2010-07-02,133.06939178254711,133.16383930300012,133.050863837085,133.09605402345105,53618852
2010-07-05,133.29631779121638,133.41044355256855,133.2706750055775,133.32658242437392,99104645
2010-07-06,133.38508542909943,133.3923295728185,133.37439729489586,133.3815702060649,145038432
2010-07-07,133.36498761834406,133.68068586968138,133.24829617038577,133.42125205010402,74521393
2010-07-08,133.86225619932023,133.96003255731492,133.84007071309503,133.88805545078299,53052556
2010-07-09,133.54400107276035,133.75037624838257,133.52241662827146,133.6136004763159,78810041
2010-07-12,132.9765119366999,133.27283399306032,132.9520451571586,133.0803606915193,56303581
2010-07-13,135.33678104508897,135.50207359545755,134.83241646646525,135.10027931806218,111227492
2010-07-14,134.65796857041073,134.98057635206334,134.53115977499414,134.71092640582182,69176260
2010-07-15,134.8776430285747,134.87868026219053,134.83061756888674,134.84984264620826,74630399
2010-07-16,133.75631657991391,134.51918836260197,133.58530231370239,133.95885673326222,108767687
2010-07-19,134.0670851070751,134.63990454525427,133.75257364037967,134.1075060023295,82535567
2010-07-20,133.5452734768008,134.44943670595987,133.00298702301862,133.5815668961951,115051758
2010-07-21,133.4788190129549,134.0144705674585,132.94283998371176,133.37149221721046,143083843
2010-07-22,134.24674538056857,134.2826974081593,134.00478399192014,134.1159493584158,143128187
2010-07-23,134.82747314143666,134.9541663406948,134.18739662422496,134.4941045108129,122932861
2010-07-26,134.2448343693065,135.9985753570876,134.22719794975444,134.9357489126877,146871140
2010-07-27,133.87076560236585,134.10959894763118,133.70530712571815,133.86702385448336,123607404
2010-07-28,135.3006296054786,135.3704980567151,134.96443549810502,135.12686052154905,56786384
2010-07-29,134.3103627552574,134.60934194147356,134.31030360313358,134.42991893846957,145593642
2010-07-30,135.50475898246765,135.54100537985272,135.46328352519737,135.4943722670595,106680458
2010-08-02,136.19757026842368,136.39638046276858,136.1279082826861,136.2352971547191,50579401
2010-08-03,136.6899052060572,136.7539043901384,136.64491979130844,136.68851363084042,112051488
2010-08-04,136.26215656109258,137.93408272917142,135.049936234057,136.20359483210277,74448584
2010-08-05,136.37733835362667,136.40578719669867,136.35901522666478,136.37772401467834,103441292
2010-08-06,136.15181556452237,136.153387221151,136.1388415626013,136.14465982602118,115797396
2010-08-09,136.35440090400195,136.7479241260971,135.89896549046478,136.2385489447177,52777636
2010-08-10,136.6887991487731,136.7917297767471,135.72235705440903,136.15010614334426,93827153
2010-08-11,134.94814502244677,134.98966083515347,134.83773161591483,134.89850330361028,55550889
2010-08-12,135.6689626368332,136.1001957832354,135.43561497696894,135.70144729947552,61280494
2010-08-13,135.80718572049184,136.26148492562433,135.36443392714543,135.723254326537,71131653
2010-08-16,135.4759566694266,135.856543237868,135.23277548518666,135.4822825862592,128123368
2010-08-17,135.39173444858827,135.47133895803003,135.00697160051774,135.19271854352266,91313110
2010-08-18,135.29545956080298,136.07793228556562,135.11477298307656,135.5000367040722,54707253
2010-08-19,135.07484263814717,135.0844011680927,134.9340807872789,134.99420893960442,124707879
2010-08-20,133.81683570995676,134.28790932164634,133.16517073172392,133.61426616769288,104385111
2010-08-23,133.9800905439147,134.03656942419855,133.89109605040738,133.94928539992384,64161231
2010-08-24,134.49824591741148,135.0811694540651,133.87478446669633,134.35733846164385,106246433
2010-08-25,134.39571450168424,134.66450462147213,134.06116456704345,134.30250058881492,74876167
2010-08-26,133.86291827301497,134.14213621526935,133.30193974455133,133.63801833283853,113596131
2010-08-27,133.9021252876082,134.08269064474663,133.5592593092018,133.76863184341974,144758288
2010-08-30,132.87125138816813,133.012456082845,132.83277271885032,132.9046460644482,81562630
2010-08-31,132.3550890144984,132.42692335596615,132.25488971015872,132.3237031684817,124545176
2010-09-01,131.89653185408693,132.2344398229381,131.71085473957703,131.92028877292145,52360094
2010-09-02,132.5758997836141,132.64826936379018,132.4488874833382,132.528640235519,90714265
2010-09-03,132.4577450908055,132.72320208360992,132.13612270685945,132.37095445755963,138898328
2010-09-06,132.00556887125728,132.57818905389715,131.88014422216293,132.1593621548566,57460809
2010-09-07,133.94279943278985,134.3106795527306,132.92384518428145,133.4785789316611,142920479
