Date,log_return,state,regime
2010-01-04,0.011857941671670952,1,Crash / Bear Regime
2010-01-05,0.00041107968488930544,0,Low Volatility Bull
2010-01-06,0.0023948030047042912,1,Crash / Bear Regime
2010-01-07,0.002467718829016581,0,Low Volatility Bull
2010-01-08,-0.0012144582375691567,1,Crash / Bear Regime
2010-01-11,-0.007467097340945996,2,High Volatility Bull
2010-01-12,0.025299262328258448,2,High Volatility Bull
2010-01-13,0.01243686750060395,2,High Volatility Bull
2010-01-14,0.010352277812749928,2,High Volatility Bull
2010-01-15,0.007527325704759198,2,High Volatility Bull
2010-01-18,-0.01063814998915932,2,High Volatility Bull
2010-01-19,0.015591597205013198,2,High Volatility Bull
2010-01-20,-0.008796025567135157,2,High Volatility Bull
2010-01-21,0.004157798178732477,2,High Volatility Bull
2010-01-22,-0.017952983912842533,2,High Volatility Bull
2010-01-25,-0.022569876782446485,2,High Volatility Bull
2010-01-26,0.0045603488305107,2,High Volatility Bull
2010-01-27,-0.00840464157274121,2,High Volatility Bull
2010-01-28,-0.021975427069919014,2,High Volatility Bull
2010-01-29,0.0071170092838916624,2,High Volatility Bull
2010-02-01,0.025280928867084138,2,High Volatility Bull
2010-02-02,0.016879942973670733,2,High Volatility Bull
2010-02-03,-0.002059155680555163,2,High Volatility Bull
2010-02-04,0.00100172102701457,2,High Volatility Bull
2010-02-05,0.011108621953014926,2,High Volatility Bull
2010-02-08,0.013804472228101362,2,High Volatility Bull
2010-02-09,-0.0030506607664955044,2,High Volatility Bull
2010-02-10,0.0012930437308328992,2,High Volatility Bull
2010-02-11,0.004357070277791699,2,High Volatility Bull
2010-02-12,0.007269577683206643,2,High Volatility Bull
2010-02-15,-0.0006303790831295393,2,High Volatility Bull
2010-02-16,-0.0004809803182903536,2,High Volatility Bull
2010-02-17,0.016768071792175474,2,High Volatility Bull
2010-02-18,0.0148094880780933,2,High Volatility Bull
2010-02-19,0.006390221594514841,2,High Volatility Bull
2010-02-22,0.02066975430526367,2,High Volatility Bull
2010-02-23,-0.003544126265603593,2,High Volatility Bull
2010-02-24,0.019564194659237952,2,High Volatility Bull
2010-02-25,0.00713892760065882,2,High Volatility Bull
2010-02-26,0.038516800405468066,2,High Volatility Bull
2010-03-01,-0.012813542157998757,2,High Volatility Bull
2010-03-02,-0.007027470400499195,2,High Volatility Bull
2010-03-03,0.005716175024306092,2,High Volatility Bull
2010-03-04,0.005468191609258692,2,High Volatility Bull
2010-03-05,0.023326598318012617,2,High Volatility Bull
2010-03-08,-0.006786308857944763,2,High Volatility Bull
2010-03-09,0.011306562964979797,2,High Volatility Bull
2010-03-10,0.014268324553842842,2,High Volatility Bull
2010-03-11,0.009003450070537686,2,High Volatility Bull
2010-03-12,-0.01015145793212996,2,High Volatility Bull
2010-03-15,0.017089226260423505,2,High Volatility Bull
2010-03-16,0.006450759670313909,0,Low Volatility Bull
2010-03-17,0.0034280056949938425,1,Crash / Bear Regime
2010-03-18,0.0015308688986030111,0,Low Volatility Bull
